Instance	betaLS	CostSol	time	Capacity	reliability	variance	stochastic_of	stochastic_capacity	deterministic	type_simulation	inversa	weight	seed
GKD-b_11_n50_b02_m5.txt	0.3	142.9	0.0	4827.0	1.0	0.1	142.90000000000006	4797.611373914661	False	False	0.0	0.8	23456
GKD-b_11_n50_b02_m5.txt	0.3	144.8	15.815211907999995	4534.0	0.933	0.1	137.49699999999996	5631.0638196235195	False	False	0.0	0.8	764534
GKD-b_11_n50_b02_m5.txt	0.3	142.9	0.0	4827.0	0.997	0.1	142.57870000000005	4849.755980532901	False	False	0.0	0.8	398582
GKD-b_11_n50_b02_m5.txt	0.3	132.9	0	4209.0	0.469	0.1	81.3399	13174.829677625163	False	False	0.0	0.8	843732
GKD-b_11_n50_b02_m5.txt	0.3	144.8	28.34944586900002	4534.0	0.942	0.1	138.47799999999998	5492.249020757797	False	False	0.0	0.8	9922523
GKD-b_12_n50_b02_m5.txt	0.3	171.4	3.233766862999971	5587.0	0.993	0.1	170.45500000000007	5709.246053785326	False	False	0.0	0.8	23456
GKD-b_12_n50_b02_m5.txt	0.3	170.4	0.21406527200002756	5793.0	0.998	0.1	170.13200000000006	5801.918504059673	False	False	0.0	0.8	764534
GKD-b_12_n50_b02_m5.txt	0.3	171.4	7.232897339999965	5587.0	0.989	0.1	169.91500000000005	5790.560025292198	False	False	0.0	0.8	398582
GKD-b_12_n50_b02_m5.txt	0.3	178.1	50.47206582200005	5318.0	0.861	0.1	158.40369999999996	8146.841392276677	False	False	0.0	0.8	843732
GKD-b_12_n50_b02_m5.txt	0.3	173.1	43.976449022	5452.0	0.949	0.1	166.12829999999994	6473.420639456911	False	False	0.0	0.8	9922523
GKD-b_13_n50_b02_m5.txt	0.3	93.6	9.759314367000002	6061.0	0.928	0.1	89.59319999999998	7685.949731820087	False	False	0.0	0.8	23456
GKD-b_13_n50_b02_m5.txt	0.3	93.6	2.3201840290000746	6061.0	0.936	0.1	90.0384	7502.135931562668	False	False	0.0	0.8	764534
GKD-b_13_n50_b02_m5.txt	0.3	92.3	0.0	5994.0	0.883	0.1	85.94104999999999	8651.789382362713	False	False	0.0	0.8	398582
GKD-b_13_n50_b02_m5.txt	0.3	93.6	0.2516097010000067	6061.0	0.947	0.1	90.65054999999998	7242.536899398683	False	False	0.0	0.8	843732
GKD-b_13_n50_b02_m5.txt	0.3	93.6	5.794587424000042	6061.0	0.937	0.1	90.09404999999998	7467.968499561267	False	False	0.0	0.8	9922523
GKD-b_14_n50_b02_m5.txt	0.3	84.6	0.08065890400007447	4779.0	0.779	0.1	74.627375	8883.004451270595	False	False	0.0	0.8	23456
GKD-b_14_n50_b02_m5.txt	0.3	81.2	0.04020871900002021	5128.0	0.991	0.1	80.824475	5268.308160196757	False	False	0.0	0.8	764534
GKD-b_14_n50_b02_m5.txt	0.3	84.6	12.06412009199994	4789.0	0.804	0.1	75.7555	8421.503267179503	False	False	0.0	0.8	398582
GKD-b_14_n50_b02_m5.txt	0.3	81.2	0.0	5010.0	0.962	0.1	79.61445	5682.318081269926	False	False	0.0	0.8	843732
GKD-b_14_n50_b02_m5.txt	0.3	81.2	0.13705517299990788	5128.0	0.988	0.1	80.69930000000002	5330.247672526747	False	False	0.0	0.8	9922523
GKD-b_15_n50_b02_m5.txt	0.3	153.1	7.220287859000109	5243.0	0.962	0.1	148.7908	5964.283983845847	False	False	0.0	0.8	23456
GKD-b_15_n50_b02_m5.txt	0.3	153.1	6.22870339300016	5243.0	0.964	0.1	149.0176	5926.805681588964	False	False	0.0	0.8	764534
GKD-b_15_n50_b02_m5.txt	0.3	153.1	2.035051684000109	5243.0	0.955	0.1	147.99699999999996	6100.951262224647	False	False	0.0	0.8	398582
GKD-b_15_n50_b02_m5.txt	0.3	147.3	0.012623804999975619	5483.0	0.997	0.1	146.9772	5510.423177936761	False	False	0.0	0.8	843732
GKD-b_15_n50_b02_m5.txt	0.3	153.1	18.316463972000065	5243.0	0.953	0.1	147.77019999999996	6137.143739634801	False	False	0.0	0.8	9922523
GKD-b_16_n50_b02_m15.txt	0.3	77.7	0.6476989340001182	5294.0	0.948	0.1	75.37040000000002	6288.502882704828	False	False	0.0	0.8	23456
GKD-b_16_n50_b02_m15.txt	0.3	77.7	0.018956325000090146	5299.0	0.951	0.1	75.50480000000002	6240.407803226166	False	False	0.0	0.8	764534
GKD-b_16_n50_b02_m15.txt	0.3	77.7	0.47216658299998926	5294.0	0.944	0.1	75.19120000000001	6373.1547055469455	False	False	0.0	0.8	398582
GKD-b_16_n50_b02_m15.txt	0.3	77.7	0.5389181800001097	5299.0	0.948	0.1	75.3704	6295.3005222421925	False	False	0.0	0.8	843732
GKD-b_16_n50_b02_m15.txt	0.3	74.9	0.012547645000040575	5062.0	0.749	0.1	64.35799999999999	10001.88591142369	False	False	0.0	0.8	9922523
GKD-b_11_n50_b02_m5.txt	0.3	147.2	2.280433319999929	4247.0	0.577	0.1	147.2	4421.098490645403	True	True	0.0	0.8	23456
GKD-b_11_n50_b02_m5.txt	0.3	147.2	2.280433319999929	4247.0	0.56	0.1	98.184	11676.00236919637	True	False	0.0	0.8	23456
GKD-b_11_n50_b02_m5.txt	0.3	147.2	0.5082730789999914	4247.0	0.563	0.1	147.2	4286.104433346257	True	True	0.0	0.8	764534
GKD-b_11_n50_b02_m5.txt	0.3	147.2	0.5082730789999914	4247.0	0.581	0.1	100.52340000000001	11321.412370695472	True	False	0.0	0.8	764534
GKD-b_11_n50_b02_m5.txt	0.3	147.2	0.7246396289999666	4247.0	0.608	0.1	147.2	3999.377372794287	True	True	0.0	0.8	398582
GKD-b_11_n50_b02_m5.txt	0.3	147.2	0.7246396289999666	4247.0	0.579	0.1	100.3006	11354.892926914912	True	False	0.0	0.8	398582
GKD-b_11_n50_b02_m5.txt	0.3	147.2	0.7493387969998366	4247.0	0.576	0.1	147.2	4130.623318319369	True	True	0.0	0.8	843732
GKD-b_11_n50_b02_m5.txt	0.3	147.2	0.7493387969998366	4247.0	0.566	0.1	98.85239999999999	11575.14933587186	True	False	0.0	0.8	843732
GKD-b_11_n50_b02_m5.txt	0.3	147.2	0.45708875399986937	4247.0	0.583	0.1	147.2	4242.945408533352	True	True	0.0	0.8	9922523
GKD-b_11_n50_b02_m5.txt	0.3	147.2	0.45708875399986937	4247.0	0.555	0.1	97.627	11755.352562587768	True	False	0.0	0.8	9922523
GKD-b_12_n50_b02_m5.txt	0.3	178.1	0.07456983400015815	5318.0	0.828	0.1	178.1	5488.675383773216	True	True	0.0	0.8	23456
GKD-b_12_n50_b02_m5.txt	0.3	178.1	0.07456983400015815	5318.0	0.834	0.1	154.57779999999997	8690.613249157805	True	False	0.0	0.8	23456
GKD-b_12_n50_b02_m5.txt	0.3	178.1	0.06894495699998515	5318.0	0.826	0.1	178.1	5137.21285916874	True	True	0.0	0.8	764534
GKD-b_12_n50_b02_m5.txt	0.3	178.1	0.06894495699998515	5318.0	0.863	0.1	158.6871	8103.094324522387	True	False	0.0	0.8	764534
GKD-b_12_n50_b02_m5.txt	0.3	178.1	0.21027432100027	5117.0	0.537	0.1	178.1	4888.27929399787	True	True	0.0	0.8	398582
GKD-b_12_n50_b02_m5.txt	0.3	178.1	0.21027432100027	5117.0	0.506	0.1	108.1002	15223.339861854643	True	False	0.0	0.8	398582
GKD-b_12_n50_b02_m5.txt	0.3	178.1	0.24025122299963186	5318.0	0.834	0.1	178.1	5295.711202112809	True	True	0.0	0.8	843732
GKD-b_12_n50_b02_m5.txt	0.3	178.1	0.24025122299963186	5318.0	0.849	0.1	156.70329999999996	8398.838500721356	True	False	0.0	0.8	843732
GKD-b_12_n50_b02_m5.txt	0.3	178.1	0.30645514499974524	5117.0	0.531	0.1	178.1	5181.054555692147	True	True	0.0	0.8	9922523
GKD-b_12_n50_b02_m5.txt	0.3	178.1	0.30645514499974524	5117.0	0.488	0.1	105.54960000000001	15596.064940355649	True	False	0.0	0.8	9922523
GKD-b_13_n50_b02_m5.txt	0.3	96.1	33.5501642080003	5790.0	0.608	0.1	96.1	5859.656320727852	True	True	0.0	0.8	23456
GKD-b_13_n50_b02_m5.txt	0.3	96.1	33.5501642080003	5790.0	0.587	0.1	72.08405000000002	15242.188686357968	True	False	0.0	0.8	23456
GKD-b_13_n50_b02_m5.txt	0.3	96.1	1.2590796500003307	5790.0	0.621	0.1	96.1	6132.262634489088	True	True	0.0	0.8	764534
GKD-b_13_n50_b02_m5.txt	0.3	96.1	1.2590796500003307	5790.0	0.63	0.1	74.5845	14265.705001278613	True	False	0.0	0.8	764534
GKD-b_13_n50_b02_m5.txt	0.3	96.1	3.041391692000161	5790.0	0.631	0.1	96.1	5655.329185872293	True	True	0.0	0.8	398582
GKD-b_13_n50_b02_m5.txt	0.3	96.1	3.041391692000161	5790.0	0.603	0.1	73.01445000000001	14872.143814424537	True	False	0.0	0.8	398582
GKD-b_13_n50_b02_m5.txt	0.3	96.1	1.5766470579997076	5790.0	0.62	0.1	96.1	5710.077344116307	True	True	0.0	0.8	843732
GKD-b_13_n50_b02_m5.txt	0.3	96.1	1.5766470579997076	5790.0	0.625	0.1	74.29375	14381.141101557787	True	False	0.0	0.8	843732
GKD-b_13_n50_b02_m5.txt	0.3	96.1	0.293529812000088	5790.0	0.634	0.1	96.1	5837.453189190155	True	True	0.0	0.8	9922523
GKD-b_13_n50_b02_m5.txt	0.3	96.1	0.293529812000088	5790.0	0.603	0.1	73.01445000000001	14874.66288420606	True	False	0.0	0.8	9922523
GKD-b_14_n50_b02_m5.txt	0.3	84.6	0.39558747900036906	4779.0	0.75	0.1	84.6	4887.677025636445	True	True	0.0	0.8	23456
GKD-b_14_n50_b02_m5.txt	0.3	84.6	0.39558747900036906	4779.0	0.749	0.1	73.273625	9419.819306370355	True	False	0.0	0.8	23456
GKD-b_14_n50_b02_m5.txt	0.3	84.6	5.6995298199999525	4731.0	0.661	0.1	84.6	4548.397203532782	True	True	0.0	0.8	764534
GKD-b_14_n50_b02_m5.txt	0.3	84.6	5.6995298199999525	4731.0	0.71	0.1	71.51375	10111.007751355928	True	False	0.0	0.8	764534
GKD-b_14_n50_b02_m5.txt	0.3	84.6	0.23457652200022494	4779.0	0.775	0.1	84.6	4765.4433582865895	True	True	0.0	0.8	398582
GKD-b_14_n50_b02_m5.txt	0.3	84.6	0.23457652200022494	4779.0	0.748	0.1	73.2285	9439.005644807059	True	False	0.0	0.8	398582
GKD-b_14_n50_b02_m5.txt	0.3	84.6	0.1756083549998948	4789.0	0.794	0.1	84.6	4869.243167840606	True	True	0.0	0.8	843732
GKD-b_14_n50_b02_m5.txt	0.3	84.6	0.1756083549998948	4789.0	0.781	0.1	74.717625	8844.249681956437	True	False	0.0	0.8	843732
GKD-b_14_n50_b02_m5.txt	0.3	84.6	0.20752020300005825	4779.0	0.775	0.1	84.6	4799.560315305736	True	True	0.0	0.8	9922523
GKD-b_14_n50_b02_m5.txt	0.3	84.6	0.20752020300005825	4779.0	0.744	0.1	73.048	9509.39762326058	True	False	0.0	0.8	9922523
GKD-b_15_n50_b02_m5.txt	0.3	154.9	0.20851947599976484	5000.0	0.718	0.1	154.9	5012.846826016296	True	True	0.0	0.8	23456
GKD-b_15_n50_b02_m5.txt	0.3	154.9	0.20851947599976484	5000.0	0.706	0.1	121.03120000000003	10730.147058695551	True	False	0.0	0.8	23456
GKD-b_15_n50_b02_m5.txt	0.3	154.9	0.053460427000118216	5000.0	0.723	0.1	154.9	5296.50410470112	True	True	0.0	0.8	764534
GKD-b_15_n50_b02_m5.txt	0.3	154.9	0.053460427000118216	5000.0	0.724	0.1	123.10480000000003	10383.632532746304	True	False	0.0	0.8	764534
GKD-b_15_n50_b02_m5.txt	0.3	154.9	0.0	5000.0	0.733	0.1	154.9	4827.4184919528425	True	True	0.0	0.8	398582
GKD-b_15_n50_b02_m5.txt	0.3	154.9	0.0	5000.0	0.722	0.1	122.87440000000002	10412.336915163718	True	False	0.0	0.8	398582
GKD-b_15_n50_b02_m5.txt	0.3	154.9	0.0	5000.0	0.731	0.1	154.9	4932.528603089671	True	True	0.0	0.8	843732
GKD-b_15_n50_b02_m5.txt	0.3	154.9	0.0	5000.0	0.733	0.1	124.14160000000004	10209.158202056593	True	False	0.0	0.8	843732
GKD-b_15_n50_b02_m5.txt	0.3	154.9	9.232815784000195	5000.0	0.745	0.1	154.9	4991.566442181527	True	True	0.0	0.8	9922523
GKD-b_15_n50_b02_m5.txt	0.3	154.9	9.232815784000195	5000.0	0.694	0.1	119.64880000000005	10957.6117222194	True	False	0.0	0.8	9922523
GKD-b_16_n50_b02_m15.txt	0.3	77.7	0.05626038900027197	5299.0	0.953	0.1	77.7	5600.038940550701	True	True	0.0	0.8	23456
GKD-b_16_n50_b02_m15.txt	0.3	77.7	0.05626038900027197	5299.0	0.956	0.1	75.72880000000002	6140.5563997885265	True	False	0.0	0.8	23456
GKD-b_16_n50_b02_m15.txt	0.3	77.7	0.05273247500008438	5299.0	0.958	0.1	77.7	5058.237054732728	True	True	0.0	0.8	764534
GKD-b_16_n50_b02_m15.txt	0.3	77.7	0.05273247500008438	5299.0	0.974	0.1	76.53520000000002	5794.3035305163285	True	False	0.0	0.8	764534
GKD-b_16_n50_b02_m15.txt	0.3	77.7	0.03040259099998366	5299.0	0.969	0.1	77.7	5315.865479711445	True	True	0.0	0.8	398582
GKD-b_16_n50_b02_m15.txt	0.3	77.7	0.03040259099998366	5299.0	0.955	0.1	75.68400000000001	6156.361637552043	True	False	0.0	0.8	398582
GKD-b_16_n50_b02_m15.txt	0.3	77.7	0.021181831999911083	5263.0	0.948	0.1	77.7	5203.888536651063	True	True	0.0	0.8	843732
GKD-b_16_n50_b02_m15.txt	0.3	77.7	0.021181831999911083	5263.0	0.941	0.1	75.05680000000002	6406.737714739551	True	False	0.0	0.8	843732
GKD-b_16_n50_b02_m15.txt	0.3	77.7	0.22376358900010018	5294.0	0.96	0.1	77.7	5263.647104729315	True	True	0.0	0.8	9922523
GKD-b_16_n50_b02_m15.txt	0.3	77.7	0.22376358900010018	5294.0	0.942	0.1	75.10160000000002	6406.718031433277	True	False	0.0	0.8	9922523
GKD-b_11_n50_b02_m5.txt	0.3	142.9	0.0	4827.0	0.89	0.2	131.11900000000006	6591.609131757537	False	False	0.0	0.8	23456
GKD-b_11_n50_b02_m5.txt	0.3	142.9	0.0	4827.0	0.923	0.2	134.65330000000006	6056.2744555640365	False	False	0.0	0.8	764534
GKD-b_11_n50_b02_m5.txt	0.3	142.9	0.0	4827.0	0.907	0.2	132.93970000000004	6309.123494608432	False	False	0.0	0.8	398582
GKD-b_11_n50_b02_m5.txt	0.3	132.9	0	4209.0	0.409	0.2	75.51389999999999	14218.546096834052	False	False	0.0	0.8	843732
GKD-b_11_n50_b02_m5.txt	0.3	142.9	0.0	4704.0	0.839	0.2	125.65690000000004	7342.3391929848085	False	False	0.0	0.8	9922523
GKD-b_12_n50_b02_m5.txt	0.3	171.4	3.1033105699999624	5587.0	0.817	0.2	146.69500000000005	9232.93490141943	False	False	0.0	0.8	23456
GKD-b_12_n50_b02_m5.txt	0.3	171.4	58.988058961000036	5587.0	0.843	0.2	150.20500000000007	8724.071518052437	False	False	0.0	0.8	764534
GKD-b_12_n50_b02_m5.txt	0.3	170.4	5.949528858999997	5793.0	0.89	0.2	155.66000000000005	7934.9060987389485	False	False	0.0	0.8	398582
GKD-b_12_n50_b02_m5.txt	0.3	171.4	12.801641129000018	5587.0	0.849	0.2	151.01500000000007	8596.882099411849	False	False	0.0	0.8	843732
